+---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
|                                                                                                                                                                                                                                                      Tabla de parseo SLR(1) Simulación                                                                                                                                                                                                                                                      |
+-------+---------------------------------------------------------------------------------+----------------------------------------------------------------------------------------------------------------------------------+------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+---------------------------------------------+
| State |                                      Stack                                      |                                                             Symbols                                                              |                                                                                                                              Input                                                                                                                               |                   Actions                   |
|   40  |                             ['I0', 'I3', 'I7', 'I4']                            |                                              ['$', 'expression', 'PLUS', 'factor']                                               |                                                                      ['PLUS', 'LPAREN', 'ID', 'PLUS', 'ID', 'TIMES', 'LPAREN', 'ID', 'TIMES', 'ID', 'RPAREN', 'RPAREN', 'TIMES', 'ID', '$']                                                                      |           Reduce by term → factor           |
|   41  |                            ['I0', 'I3', 'I7', 'I10']                            |                                               ['$', 'expression', 'PLUS', 'term']                                                |                                                                      ['PLUS', 'LPAREN', 'ID', 'PLUS', 'ID', 'TIMES', 'LPAREN', 'ID', 'TIMES', 'ID', 'RPAREN', 'RPAREN', 'TIMES', 'ID', '$']                                                                      | Reduce by expression → expression PLUS term |
|   42  |                                   ['I0', 'I3']                                  |                                                       ['$', 'expression']                                                        |                                                                      ['PLUS', 'LPAREN', 'ID', 'PLUS', 'ID', 'TIMES', 'LPAREN', 'ID', 'TIMES', 'ID', 'RPAREN', 'RPAREN', 'TIMES', 'ID', '$']                                                                      |                 Shift to I7                 |
|   43  |                                ['I0', 'I3', 'I7']                               |                                                   ['$', 'expression', 'PLUS']                                                    |                                                                          ['LPAREN', 'ID', 'PLUS', 'ID', 'TIMES', 'LPAREN', 'ID', 'TIMES', 'ID', 'RPAREN', 'RPAREN', 'TIMES', 'ID', '$']                                                                          |                 Shift to I2                 |
|   44  |                             ['I0', 'I3', 'I7', 'I2']                            |                                              ['$', 'expression', 'PLUS', 'LPAREN']                                               |                                                                               ['ID', 'PLUS', 'ID', 'TIMES', 'LPAREN', 'ID', 'TIMES', 'ID', 'RPAREN', 'RPAREN', 'TIMES', 'ID', '$']                                                                               |                 Shift to I1                 |
|   45  |                          ['I0', 'I3', 'I7', 'I2', 'I1']                         |                                           ['$', 'expression', 'PLUS', 'LPAREN', 'ID']                                            |                                                                                  ['PLUS', 'ID', 'TIMES', 'LPAREN', 'ID', 'TIMES', 'ID', 'RPAREN', 'RPAREN', 'TIMES', 'ID', '$']                                                                                  |            Reduce by factor → ID            |
|   46  |                          ['I0', 'I3', 'I7', 'I2', 'I4']                         |                                         ['$', 'expression', 'PLUS', 'LPAREN', 'factor']                                          |                                                                                  ['PLUS', 'ID', 'TIMES', 'LPAREN', 'ID', 'TIMES', 'ID', 'RPAREN', 'RPAREN', 'TIMES', 'ID', '$']                                                                                  |           Reduce by term → factor           |
|   47  |                          ['I0', 'I3', 'I7', 'I2', 'I5']                         |                                          ['$', 'expression', 'PLUS', 'LPAREN', 'term']                                           |                                                                                  ['PLUS', 'ID', 'TIMES', 'LPAREN', 'ID', 'TIMES', 'ID', 'RPAREN', 'RPAREN', 'TIMES', 'ID', '$']                                                                                  |         Reduce by expression → term         |
|   48  |                          ['I0', 'I3', 'I7', 'I2', 'I6']                         |                                       ['$', 'expression', 'PLUS', 'LPAREN', 'expression']                                        |                                                                                  ['PLUS', 'ID', 'TIMES', 'LPAREN', 'ID', 'TIMES', 'ID', 'RPAREN', 'RPAREN', 'TIMES', 'ID', '$']                                                                                  |                 Shift to I7                 |
|   49  |                       ['I0', 'I3', 'I7', 'I2', 'I6', 'I7']                      |                                   ['$', 'expression', 'PLUS', 'LPAREN', 'expression', 'PLUS']                                    |                                                                                      ['ID', 'TIMES', 'LPAREN', 'ID', 'TIMES', 'ID', 'RPAREN', 'RPAREN', 'TIMES', 'ID', '$']                                                                                      |                 Shift to I1                 |
